OTU,Sample,Abundance,sample_Sample,Project,Seq_run,reads,ASVs,SampleID,is.neg,type,Tube_ID,Tube,Treatment,Date,Time_point,DNA_conc,DNA_conc_purified,Bac_load,Observed,Observed_sd,Shannon,Shannon_sd,FaithPD,FaithPD_sd,Chao1,Chao1_sd,depth,Kingdom,Phylum,Class,Order,Family
Lachnospiraceae,S54,10.62830766782062,S54,Lop_invitro,Lop_invitro_chip1,84485,389,S54,FALSE,Sample,Grp6_C_T0,Grp6_C,Saline,04_03_25,T0,0.171018609,0.329131093,7.27613988,190.71,2.818750349951825,2.9101308837478594,0.007684665101213245,21.77460011248753,0.30343694282611167,207.19918266639323,10.146070734160283,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
Porphyromonadaceae,S44,10.446938614831469,S44,Lop_invitro,Lop_invitro_chip1,114576,193,S44,FALSE,Sample,Grp2_B_T72,Grp2_B,Lop_low,07_03_25,T72,20.84126721,7.254785018,9.585633302,98.68,3.923202155320976,2.466940803403584,0.010956239610277243,12.07690071512229,0.3915334698228954,125.66759672517026,17.376966580803703,16818,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
Lachnospiraceae,S50,10.17221764544349,S50,Lop_invitro,Lop_invitro_chip1,87814,412,S50,FALSE,Sample,Grp2_C_T0,Grp2_C,Lop_low,04_03_25,T0,0.173602367,0.69519343199999994,7.889287866,206.71,3.069218306035107,2.9244443257091244,0.007467710769371385,22.59014958051235,0.3524486999216303,232.16488902455032,9.536930052534945,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
Ruminococcaceae,S49,10.009952333560317,S49,Lop_invitro,Lop_invitro_chip1,79954,397,S49,FALSE,Sample,Grp1_C_T0,Grp1_C,Lop_high,04_03_25,T0,0.161392203,0.700896659,7.912204067,197.69,1.6678480661370723,3.112611196101519,0.0038427898621450165,21.62073695229745,0.17487744532623162,219.55380027512945,6.972758398934237,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
Lachnospiraceae,S25,9.965667625498748,S25,Lop_invitro,Lop_invitro_chip1,73497,397,S25,FALSE,Sample,Grp1_B_T0,Grp1_B,Lop_high,04_03_25,T0,0.134878704,0.73715511,7.825180896,194.9,2.3889476149699695,2.9447315954190003,0.005984706751517912,22.326222606880684,0.2560498713889523,214.237620713566,8.076104539648707,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
Muribaculaceae,S30,9.95085600488228,S30,Lop_invitro,Lop_invitro_chip1,87068,409,S30,FALSE,Sample,Grp6_B_T0,Grp6_B,Saline,04_03_25,T0,0.177472553,0.5195216,7.75425131,198.72,3.2538400002880823,2.755064056991047,0.009199630435524167,22.371287682425663,0.38233601487705543,221.5836026202749,10.9061002396038,16818,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae
Lachnospiraceae,S72,9.88101662683422,S72,Lop_invitro,Lop_invitro_chip1,78082,185,S72,FALSE,Sample,Grp6_C_T72,Grp6_C,Saline,07_03_25,T72,20.57925018,7.344411603,8.722938145,97.33,4.005186032073311,2.5547014380189346,0.011584513746493169,12.270614322144892,0.4472081048509227,122.86347054171318,17.545178556872237,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
Ruminococcaceae,S28,9.605091855923623,S28,Lop_invitro,Lop_invitro_chip1,101399,408,S28,FALSE,Sample,Grp4_B_T0,Grp4_B,Imolope_high,04_03_25,T0,0.185169317,0.609375899,7.982042039,205.72,2.909684282918445,3.0341012532544296,0.007738207191500394,22.640107077597964,0.30418858988783964,223.81175185462936,8.76216987877002,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
Lachnospiraceae,S27,9.527458492975734,S27,Lop_invitro,Lop_invitro_chip1,87165,380,S27,FALSE,Sample,Grp3_B_T0,Grp3_B,DMSO,04_03_25,T0,0.062653404,0.397414564,6.816216534,182.19,1.9627593439910667,3.014701370333201,0.007041264383107266,21.158061525926023,0.21204255580921275,196.43790743479946,7.736685601741098,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
Lachnospiraceae,S29,9.38607798904286,S29,Lop_invitro,Lop_invitro_chip1,83836,395,S29,FALSE,Sample,Grp5_B_T0,Grp5_B,Imolope_low,04_03_25,T0,0.142259312,0.424026176,7.838399242,194.08,2.654061115355184,2.9077936052351907,0.007613159598989535,21.74607035571506,0.34580826569083706,217.50941424770048,10.249292648858907,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
Ruminococcaceae,S50,9.27778431603311,S50,Lop_invitro,Lop_invitro_chip1,87814,412,S50,FALSE,Sample,Grp2_C_T0,Grp2_C,Lop_low,04_03_25,T0,0.173602367,0.69519343199999994,7.889287866,206.71,3.069218306035107,2.9244443257091244,0.007467710769371385,22.59014958051235,0.3524486999216303,232.16488902455032,9.536930052534945,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
Lachnospiraceae,S30,9.15106157453506,S30,Lop_invitro,Lop_invitro_chip1,87068,409,S30,FALSE,Sample,Grp6_B_T0,Grp6_B,Saline,04_03_25,T0,0.177472553,0.5195216,7.75425131,198.72,3.2538400002880823,2.755064056991047,0.009199630435524167,22.371287682425663,0.38233601487705543,221.5836026202749,10.9061002396038,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
Enterococcaceae,S48,9.08420188500826,S48,Lop_invitro,Lop_invitro_chip1,96573,242,S48,FALSE,Sample,Grp6_B_T72,Grp6_B,Saline,07_03_25,T72,36.77034186,6.921762068,9.070999674,106.06,3.8371390857820575,2.653622622861438,0.012299863279179273,12.094373782452895,0.3655519601556381,138.9028296262561,19.078004474160583,16818,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae
Ruminococcaceae,S25,9.00528904147722,S25,Lop_invitro,Lop_invitro_chip1,73497,397,S25,FALSE,Sample,Grp1_B_T0,Grp1_B,Lop_high,04_03_25,T0,0.134878704,0.73715511,7.825180896,194.9,2.3889476149699695,2.9447315954190003,0.005984706751517912,22.326222606880684,0.2560498713889523,214.237620713566,8.076104539648707,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
Bacteroidaceae,S34,8.937355880092236,S34,Lop_invitro,Lop_invitro_chip1,104706,153,S34,FALSE,Sample,Grp4_C_T24,Grp4_C,Imolope_high,05_03_25,T24,24.2216293,7.129738388,9.576454966,68.36,3.38600804858029,2.0686526153958407,0.00967259066249314,8.191872867804424,0.45398282002831397,91.83882513320013,33.506781120782,16818,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae
Lachnospiraceae,S02,8.816705336426914,S02,Lop_invitro,Lop_invitro_chip1,78533,413,S02,FALSE,Sample,Grp2_A_T0,Grp2_A,Lop_low,04_03_25,T0,0.163561687,1.542955965,6.865429799,210.88,2.8115203119747267,2.9324593292959,0.005697931076580657,23.2472916855166,0.3424069521603196,233.14625387751016,8.306247369283435,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
Bacteroidaceae,S09,8.809744064138144,S09,Lop_invitro,Lop_invitro_chip1,130081,170,S09,FALSE,Sample,Grp3_B_T24,Grp3_B,DMSO,05_03_25,T24,29.00282425,12.00222001,9.698109039,68.78,3.912115343985459,1.9670729476351165,0.009929334390298417,8.166359985996719,0.4605138763776367,92.56898393273393,17.456398569750622,16818,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae
Porphyromonadaceae,S18,8.750465133586365,S18,Lop_invitro,Lop_invitro_chip1,67277,163,S18,FALSE,Sample,Grp6_C_T48,Grp6_C,Saline,06_03_25,T48,18.16604209,8.249744649,9.700360853,90.81,3.477764869114714,2.5146224585301913,0.008721390746190077,11.01335050233582,0.5469108903372082,112.1662083774069,12.094591572456938,16818,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
Porphyromonadaceae,S19,8.717844793738047,S19,Lop_invitro,Lop_invitro_chip1,79160,183,S19,FALSE,Sample,Grp1_A_T72,Grp1_A,Lop_high,07_03_25,T72,17.86696939,6.286271389,8.919138058,93.19,4.08172819409929,2.1558135251050743,0.012712452009669672,11.686180882434298,0.40896954494717114,120.86703768453768,20.301122059241372,16818,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
Porphyromonadaceae,S23,8.67119341991702,S23,Lop_invitro,Lop_invitro_chip1,96492,202,S23,FALSE,Sample,Grp5_A_T72,Grp5_A,Imolope_low,07_03_25,T72,17.63838858,2.973555241,9.578235808,95.75,4.051125295719223,2.392309212549152,0.01290692334434913,11.148879471102203,0.4040908993382522,125.50701683855361,16.574667039447103,16818,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
Ruminococcaceae,S54,8.602920695555289,S54,Lop_invitro,Lop_invitro_chip1,84485,389,S54,FALSE,Sample,Grp6_C_T0,Grp6_C,Saline,04_03_25,T0,0.171018609,0.329131093,7.27613988,190.71,2.818750349951825,2.9101308837478594,0.007684665101213245,21.77460011248753,0.30343694282611167,207.19918266639323,10.146070734160283,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
Ruminococcaceae,S26,8.561096627701623,S26,Lop_invitro,Lop_invitro_chip1,90056,415,S26,FALSE,Sample,Grp2_B_T0,Grp2_B,Lop_low,04_03_25,T0,0.163485374,1.023103144,7.667000687,209.76,2.336015774126899,3.122918730765871,0.006667543244491688,22.364667448834993,0.18237257015451583,232.34736228392947,10.082181716768586,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
Porphyromonadaceae,S20,8.539058367131018,S20,Lop_invitro,Lop_invitro_chip1,68744,254,S20,FALSE,Sample,Grp2_A_T72,Grp2_A,Lop_low,07_03_25,T72,17.16831907,4.896339956,8.677390556,96.63,4.448708812791651,2.1687346507567806,0.012442733483377521,12.242532839444562,0.5561556897236479,131.23911287895112,17.680157519417797,16818,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
Ruminococcaceae,S51,8.422967838604377,S51,Lop_invitro,Lop_invitro_chip1,77262,395,S51,FALSE,Sample,Grp3_C_T0,Grp3_C,DMSO,04_03_25,T0,0.115854832,0.320364063,7.806129972,198.07,1.3428072509229734,3.097134805985258,0.0037430797050972335,22.44610856023948,0.12151650792263469,208.89417186589267,4.015125678464406,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
Ruminococcaceae,S02,8.343744422630733,S02,Lop_invitro,Lop_invitro_chip1,78533,413,S02,FALSE,Sample,Grp2_A_T0,Grp2_A,Lop_low,04_03_25,T0,0.163561687,1.542955965,6.865429799,210.88,2.8115203119747267,2.9324593292959,0.005697931076580657,23.2472916855166,0.3424069521603196,233.14625387751016,8.306247369283435,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
Lachnospiraceae,S01,8.331108936144972,S01,Lop_invitro,Lop_invitro_chip1,95514,389,S01,FALSE,Sample,Grp1_A_T0,Grp1_A,Lop_high,04_03_25,T0,0.106141211,1.463762872,7.026991895,185.16,3.592135067537737,2.71940112516861,0.00852399809037055,20.702537975234417,0.5263333302635871,208.99214924871592,9.859662014237582,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
Lachnospiraceae,S06,8.25646962171851,S06,Lop_invitro,Lop_invitro_chip1,85368,394,S06,FALSE,Sample,Grp6_A_T0,Grp6_A,Saline,04_03_25,T0,0.143044251,0.722488189,7.626534456,189.3,3.3889302862184234,2.7601677145860637,0.007767358706536821,21.78230477151791,0.30317524518288297,213.7205084072726,10.414943723964832,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
Lachnospiraceae,S03,8.248074145402022,S03,Lop_invitro,Lop_invitro_chip1,95351,422,S03,FALSE,Sample,Grp3_A_T0,Grp3_A,DMSO,04_03_25,T0,0.15150415,1.408107236,7.447667125,209.97,3.4390949008967078,2.932778908158101,0.008496031372594233,23.533341697789442,0.42623790606276946,237.42832103109953,12.806080493936367,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
Lachnospiraceae,S05,8.24661470805939,S05,Lop_invitro,Lop_invitro_chip1,78586,404,S05,FALSE,Sample,Grp5_A_T0,Grp5_A,Imolope_low,04_03_25,T0,0.118613021,0.670051617,6.73734775,203.16,3.037542866638538,2.87290948281109,0.005667566969620818,23.502070051466255,0.4076326367350496,221.72899695029054,8.53171103446044,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
Ruminococcaceae,S04,8.245832083315475,S04,Lop_invitro,Lop_invitro_chip1,89617,405,S04,FALSE,Sample,Grp4_A_T0,Grp4_A,Imolope_high,04_03_25,T0,0.142008568,1.28719053,7.334062386,204.02,2.674156149350877,3.071740066940753,0.006058360324740905,22.195676123377346,0.3789536815798588,228.96707663979493,10.552807772586247,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
Ruminococcaceae,S52,8.199052132701421,S52,Lop_invitro,Lop_invitro_chip1,90198,383,S52,FALSE,Sample,Grp4_C_T0,Grp4_C,Imolope_high,04_03_25,T0,0.157205861,0.685970971,7.900195402,185.69,2.5492918406665193,2.9814981578708077,0.0079560846283216885,20.72364262362468,0.4195948129062855,203.15462873783983,8.57956849049488,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
Ruminococcaceae,S05,8.124700657465059,S05,Lop_invitro,Lop_invitro_chip1,78586,404,S05,FALSE,Sample,Grp5_A_T0,Grp5_A,Imolope_low,04_03_25,T0,0.118613021,0.670051617,6.73734775,203.16,3.037542866638538,2.87290948281109,0.005667566969620818,23.502070051466255,0.4076326367350496,221.72899695029054,8.53171103446044,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
Porphyromonadaceae,S46,8.09108527131783,S46,Lop_invitro,Lop_invitro_chip1,88994,184,S46,FALSE,Sample,Grp4_B_T72,Grp4_B,Imolope_high,07_03_25,T72,15.65051938,4.83085117,9.701087416,92.21,3.579670432322004,2.2628083701618715,0.011452640105730124,11.003589368493628,0.4264387695002662,120.4399787557214,20.322981052362234,16818,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
Porphyromonadaceae,S22,8.078416713392727,S22,Lop_invitro,Lop_invitro_chip1,96582,189,S22,FALSE,Sample,Grp4_A_T72,Grp4_A,Imolope_high,07_03_25,T72,15.79704135,7.017029776,8.821788943,96.42,3.9162443357086003,2.248437726491611,0.012901472559078473,11.730004986610117,0.5799160281487653,123.26147557426233,14.575520656392133,16818,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
Porphyromonadaceae,S69,8.067805388607745,S69,Lop_invitro,Lop_invitro_chip1,92924,187,S69,FALSE,Sample,Grp3_C_T72,Grp3_C,DMSO,07_03_25,T72,22.34305197,4.953444687,8.798022923,94.42,3.8877689585091697,2.442256668782235,0.009956303353769002,11.406579062151875,0.35507025528909136,125.98543635531135,19.121340923216323,16818,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
Bacteroidaceae,S20,8.017398460001175,S20,Lop_invitro,Lop_invitro_chip1,68744,254,S20,FALSE,Sample,Grp2_A_T72,Grp2_A,Lop_low,07_03_25,T72,17.16831907,4.896339956,8.677390556,96.63,4.448708812791651,2.1687346507567806,0.012442733483377521,12.242532839444562,0.5561556897236479,131.23911287895112,17.680157519417797,16818,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae
Porphyromonadaceae,S45,7.947414719968722,S45,Lop_invitro,Lop_invitro_chip1,102561,205,S45,FALSE,Sample,Grp3_B_T72,Grp3_B,DMSO,07_03_25,T72,19.54946457,7.398566389,8.877698951,102.59,3.7634472699289083,2.3406395708378813,0.011927931765450886,11.944283724225757,0.49410662194541727,138.27968319790804,20.19106135399769,16818,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
Ruminococcaceae,S29,7.93586851434096,S29,Lop_invitro,Lop_invitro_chip1,83836,395,S29,FALSE,Sample,Grp5_B_T0,Grp5_B,Imolope_low,04_03_25,T0,0.142259312,0.424026176,7.838399242,194.08,2.654061115355184,2.9077936052351907,0.007613159598989535,21.74607035571506,0.34580826569083706,217.50941424770048,10.249292648858907,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
Bacteroidaceae,S57,7.900667647152184,S57,Lop_invitro,Lop_invitro_chip1,94868,157,S57,FALSE,Sample,Grp3_A_T24,Grp3_A,DMSO,05_03_25,T24,32.30930395,6.544210468,9.368664608,68.66,3.3400538312966748,1.981526862511772,0.00986207889996764,8.868511144626876,0.3890546983776784,89.52407792207792,15.033733364741982,16818,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae
Lachnospiraceae,S68,7.872494849222702,S68,Lop_invitro,Lop_invitro_chip1,85675,174,S68,FALSE,Sample,Grp2_C_T72,Grp2_C,Lop_low,07_03_25,T72,21.94335443,5.807065709,9.518555433,92.26,3.772896430429475,2.488391310010935,0.011794239648877875,11.466293374947242,0.3474042149950077,119.67070675158175,16.93292426628028,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
Porphyromonadaceae,S67,7.7710279356369885,S67,Lop_invitro,Lop_invitro_chip1,92024,154,S67,FALSE,Sample,Grp1_C_T72,Grp1_C,Lop_high,07_03_25,T72,15.51871502,5.866344084,9.330397825,84.28,3.4025540021245417,2.2237127834937165,0.013342190804231458,10.87815504893155,0.29504273640896644,107.50548775244363,12.829032078226122,16818,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
Chromatiaceae,S53,7.666915131508892,S53,Lop_invitro,Lop_invitro_chip1,54232,377,S53,FALSE,Sample,Grp5_C_T0,Grp5_C,Imolope_low,04_03_25,T0,0.086594047,0.245880531,7.686474485,186.37,1.8837690565952767,2.8668416423076626,0.0041623502298283295,20.548750047441086,0.17487502687058704,214.75376759824906,7.242068010602726,16818,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae
Lachnospiraceae,S53,7.661590884889788,S53,Lop_invitro,Lop_invitro_chip1,54232,377,S53,FALSE,Sample,Grp5_C_T0,Grp5_C,Imolope_low,04_03_25,T0,0.086594047,0.245880531,7.686474485,186.37,1.8837690565952767,2.8668416423076626,0.0041623502298283295,20.548750047441086,0.17487502687058704,214.75376759824906,7.242068010602726,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
Porphyromonadaceae,S70,7.5236942090100625,S70,Lop_invitro,Lop_invitro_chip1,96093,192,S70,FALSE,Sample,Grp4_C_T72,Grp4_C,Imolope_high,07_03_25,T72,17.033593,6.082021315,9.643549724,91.87,3.9661573393404406,2.2701404936809793,0.013122455237878942,10.991248752292483,0.39648513850183825,124.54282787229111,19.219942054190298,16818,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
Porphyromonadaceae,S21,7.469872543249423,S21,Lop_invitro,Lop_invitro_chip1,104685,268,S21,FALSE,Sample,Grp3_A_T72,Grp3_A,DMSO,07_03_25,T72,19.91201923,7.380897769,7.98624519,95.56,3.934617150525845,2.3359565121457795,0.012087316357482536,11.388511904588812,0.38653902601900103,130.59524986124987,26.54891505319215,16818,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
Ruminococcaceae,S19,7.387939660304231,S19,Lop_invitro,Lop_invitro_chip1,79160,183,S19,FALSE,Sample,Grp1_A_T72,Grp1_A,Lop_high,07_03_25,T72,17.86696939,6.286271389,8.919138058,93.19,4.08172819409929,2.1558135251050743,0.012712452009669672,11.686180882434298,0.40896954494717114,120.86703768453768,20.301122059241372,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
Lachnospiraceae,S67,7.314869249025628,S67,Lop_invitro,Lop_invitro_chip1,92024,154,S67,FALSE,Sample,Grp1_C_T72,Grp1_C,Lop_high,07_03_25,T72,15.51871502,5.866344084,9.330397825,84.28,3.4025540021245417,2.2237127834937165,0.013342190804231458,10.87815504893155,0.29504273640896644,107.50548775244363,12.829032078226122,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
Lachnospiraceae,S69,7.248831964780905,S69,Lop_invitro,Lop_invitro_chip1,92924,187,S69,FALSE,Sample,Grp3_C_T72,Grp3_C,DMSO,07_03_25,T72,22.34305197,4.953444687,8.798022923,94.42,3.8877689585091697,2.442256668782235,0.009956303353769002,11.406579062151875,0.35507025528909136,125.98543635531135,19.121340923216323,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
Ruminococcaceae,S48,7.244915985161016,S48,Lop_invitro,Lop_invitro_chip1,96573,242,S48,FALSE,Sample,Grp6_B_T72,Grp6_B,Saline,07_03_25,T72,36.77034186,6.921762068,9.070999674,106.06,3.8371390857820575,2.653622622861438,0.012299863279179273,12.094373782452895,0.3655519601556381,138.9028296262561,19.078004474160583,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
Ruminococcaceae,S43,7.243392037291915,S43,Lop_invitro,Lop_invitro_chip1,99804,183,S43,FALSE,Sample,Grp1_B_T72,Grp1_B,Lop_high,07_03_25,T72,16.1122053,5.626290989,9.213946385,91.47,3.740185810757254,2.291707559908008,0.012486382479901427,11.412506969201615,0.3984931380583834,122.18418947718948,21.038206605778203,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
Ruminococcaceae,S20,7.16217010521366,S20,Lop_invitro,Lop_invitro_chip1,68744,254,S20,FALSE,Sample,Grp2_A_T72,Grp2_A,Lop_low,07_03_25,T72,17.16831907,4.896339956,8.677390556,96.63,4.448708812791651,2.1687346507567806,0.012442733483377521,12.242532839444562,0.5561556897236479,131.23911287895112,17.680157519417797,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
Ruminococcaceae,S30,7.14354543410529,S30,Lop_invitro,Lop_invitro_chip1,87068,409,S30,FALSE,Sample,Grp6_B_T0,Grp6_B,Saline,04_03_25,T0,0.177472553,0.5195216,7.75425131,198.72,3.2538400002880823,2.755064056991047,0.009199630435524167,22.371287682425663,0.38233601487705543,221.5836026202749,10.9061002396038,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
Lachnospiraceae,S71,7.0719131614654,S71,Lop_invitro,Lop_invitro_chip1,92478,193,S71,FALSE,Sample,Grp5_C_T72,Grp5_C,Imolope_low,07_03_25,T72,15.24875048,6.176005538,8.841268519,99.75,3.7453675090407055,2.5204157583973723,0.009792323706467328,11.865667958442156,0.38410361199482523,126.77879530007317,15.280124962404093,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
Lactobacillaceae,S67,7.038343458096545,S67,Lop_invitro,Lop_invitro_chip1,92024,154,S67,FALSE,Sample,Grp1_C_T72,Grp1_C,Lop_high,07_03_25,T72,15.51871502,5.866344084,9.330397825,84.28,3.4025540021245417,2.2237127834937165,0.013342190804231458,10.87815504893155,0.29504273640896644,107.50548775244363,12.829032078226122,16818,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae
Lachnospiraceae,S20,7.016693117028155,S20,Lop_invitro,Lop_invitro_chip1,68744,254,S20,FALSE,Sample,Grp2_A_T72,Grp2_A,Lop_low,07_03_25,T72,17.16831907,4.896339956,8.677390556,96.63,4.448708812791651,2.1687346507567806,0.012442733483377521,12.242532839444562,0.5561556897236479,131.23911287895112,17.680157519417797,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
Porphyromonadaceae,S47,6.990113965573603,S47,Lop_invitro,Lop_invitro_chip1,89094,198,S47,FALSE,Sample,Grp5_B_T72,Grp5_B,Imolope_low,07_03_25,T72,18.23013455,5.20433495,8.949888851,98.37,3.9406070393257737,2.490572463058957,0.010919720355239445,11.87552660839608,0.44185208893023376,131.5363352510063,22.681786426351326,16818,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
Ruminococcaceae,S06,6.94200679637029,S06,Lop_invitro,Lop_invitro_chip1,85368,394,S06,FALSE,Sample,Grp6_A_T0,Grp6_A,Saline,04_03_25,T0,0.143044251,0.722488189,7.626534456,189.3,3.3889302862184234,2.7601677145860637,0.007767358706536821,21.78230477151791,0.30317524518288297,213.7205084072726,10.414943723964832,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
Ruminococcaceae,S68,6.801367297246676,S68,Lop_invitro,Lop_invitro_chip1,85675,174,S68,FALSE,Sample,Grp2_C_T72,Grp2_C,Lop_low,07_03_25,T72,21.94335443,5.807065709,9.518555433,92.26,3.772896430429475,2.488391310010935,0.011794239648877875,11.466293374947242,0.3474042149950077,119.67070675158175,16.93292426628028,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
Ruminococcaceae,S44,6.619660400136469,S44,Lop_invitro,Lop_invitro_chip1,114576,193,S44,FALSE,Sample,Grp2_B_T72,Grp2_B,Lop_low,07_03_25,T72,20.84126721,7.254785018,9.585633302,98.68,3.923202155320976,2.466940803403584,0.010956239610277243,12.07690071512229,0.3915334698228954,125.66759672517026,17.376966580803703,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
Ruminococcaceae,S27,6.555981268624947,S27,Lop_invitro,Lop_invitro_chip1,87165,380,S27,FALSE,Sample,Grp3_B_T0,Grp3_B,DMSO,04_03_25,T0,0.062653404,0.397414564,6.816216534,182.19,1.9627593439910667,3.014701370333201,0.007041264383107266,21.158061525926023,0.21204255580921275,196.43790743479946,7.736685601741098,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
Porphyromonadaceae,S71,6.481411126187246,S71,Lop_invitro,Lop_invitro_chip1,92478,193,S71,FALSE,Sample,Grp5_C_T72,Grp5_C,Imolope_low,07_03_25,T72,15.24875048,6.176005538,8.841268519,99.75,3.7453675090407055,2.5204157583973723,0.009792323706467328,11.865667958442156,0.38410361199482523,126.77879530007317,15.280124962404093,16818,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
Porphyromonadaceae,S66,6.452768843518389,S66,Lop_invitro,Lop_invitro_chip1,114606,188,S66,FALSE,Sample,Grp6_B_T48,Grp6_B,Saline,06_03_25,T48,16.61366147,5.853850807,9.44742362,88.54,4.169199230334552,2.3072609161774644,0.011498824862700272,10.39470154167844,0.5042257414815146,122.42060978972009,19.800173088395027,16818,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
Ruminococcaceae,S72,6.37961606661013,S72,Lop_invitro,Lop_invitro_chip1,78082,185,S72,FALSE,Sample,Grp6_C_T72,Grp6_C,Saline,07_03_25,T72,20.57925018,7.344411603,8.722938145,97.33,4.005186032073311,2.5547014380189346,0.011584513746493169,12.270614322144892,0.4472081048509227,122.86347054171318,17.545178556872237,16818,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
Porphyromonadaceae,S24,6.2644616021628465,S24,Lop_invitro,Lop_invitro_chip1,82644,194,S24,FALSE,Sample,Grp6_A_T72,Grp6_A,Saline,07_03_25,T72,19.0248527,7.966125519,9.642042713,99.94,3.689515585076888,2.5602599492902627,0.010505244537533594,12.05838428394611,0.5282010452973682,126.73581982396688,14.49231642545465,16818,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
