OTU,Sample,Abundance,sample_Sample,Project,Seq_run,reads,ASVs,is.neg,type,ID,Day,Date,Animal,Group,BW,FoodIntake,WaterIntake,TT,FecalWeight,DNAconc_01,DNAconc_02,Observed,Observed_sd,Shannon,Shannon_sd,FaithPD,FaithPD_sd,Chao1,Chao1_sd,depth,Kingdom,Phylum,Class,Order,Family
ASV_0001,S71,17.266104733208742,S71,PRIMA06,PRIMA06_01,60064,323,FALSE,Sample,M10_D09,D09,31_01_23,M10,Low,20.5,4,7,NA,14.5,6.68,4,265.32,4.092071664212456,3.91856843416601,0.0072336327404873835,32.03263709110685,0.6734507753374296,304.2460264603595,15.063852592871207,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
ASV_0016,S10,17.00235417211614,S10,PRIMA06,PRIMA06_01,51674,352,FALSE,Sample,M01_D05,D05,27_01_23,M01,Control,21.2,4,4,423,53.1,117,3.72,300.53,4.736394656638565,4.0211010783593695,0.009114164235263528,34.69306834542634,0.7524838686630072,332.8899439722275,13.57155068829663,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0018,S36,16.822417062914,S36,PRIMA06,PRIMA06_01,76084,400,FALSE,Sample,M10_D05,D05,27_01_23,M10,Low,20.1,2,3,397,32.8,25.5,3.56,318.2,4.537164156811894,4.274919862010219,0.008042744584741466,36.993241340501875,0.5135081726120975,354.4161281376597,13.862150842303679,22250,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae
ASV_0016,S48,16.510164840293466,S48,PRIMA06,PRIMA06_01,54394,321,FALSE,Sample,M20_D02,D02,24_01_23,M20,High,19.2,2,4,333,270.2,103,5.75,259.01,4.879342148074861,3.7878804578416694,0.008528720935175023,33.11562435015195,0.7767150885420154,303.9309192920398,17.47274036548688,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0004,S28,16.39805909366606,S28,PRIMA06,PRIMA06_01,72508,377,FALSE,Sample,M18_D05,D05,27_01_23,M18,Medium,20.2,2,3,599,70,56,5.43,305.28,4.497092214291184,3.851894026031609,0.010247716961156512,35.13008182518894,0.716491457500649,341.0417301018711,12.435965938329668,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae
ASV_0016,S49,16.136719974913767,S49,PRIMA06,PRIMA06_01,48345,322,FALSE,Sample,M02_D02,D02,24_01_23,M02,Control,20.7,4,4.2,245,55.4,90.4,5.02,265.05,4.058598553961973,3.656419523084107,0.00857963349753467,34.216327827264884,0.6745871432379154,299.7614438261916,16.675841405036564,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0016,S39,16.03911980440098,S39,PRIMA06,PRIMA06_01,41826,375,FALSE,Sample,M13_D02,D02,24_01_23,M13,Medium,20.9,3,5,271,71.8,110,4.03,322.37,3.5209474161183816,4.370426635367047,0.007619925833255236,39.25641587950477,0.4011195276874409,354.92898547559696,13.180144308734407,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0016,S68,15.899414269247961,S68,PRIMA06,PRIMA06_01,43894,390,FALSE,Sample,M15_D02,D02,24_01_23,M15,Medium,19.4,4,3,205,60.1,60,4.51,327.77,4.366666666666666,4.250583104114092,0.007401970809915628,40.361769857699166,0.6362662827139786,364.9377673222253,14.359287028718864,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0016,S19,15.808544211326048,S19,PRIMA06,PRIMA06_01,69801,355,FALSE,Sample,M04_D05,D05,27_01_23,M04,Control,22.6,3,4,250,47.7,44.3,2.63,275.13,4.215543628146681,3.509348847195873,0.010346183291893192,33.35311997966299,0.8976675879523728,318.9831894564622,17.238042368693137,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0016,S69,15.790715400529926,S69,PRIMA06,PRIMA06_01,57335,360,FALSE,Sample,M05_D05,D05,27_01_23,M05,Control,18.4,5,4,334,38.9,24.3,4.17,300.33,4.040339519686858,4.383653971278758,0.006908420483964981,37.307736787370736,0.6846622449268285,330.9412896533746,10.852323551590988,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0001,S45,15.704128726456283,S45,PRIMA06,PRIMA06_01,68298,350,FALSE,Sample,M23_D05,D05,27_01_23,M23,High,18.9,3,3,599,30.5,16.1,4.79,284.83,4.346262762420146,4.230067246425071,0.008200443943403267,34.89545079696774,0.6299233673264217,316.2530205179753,13.472799824515405,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
ASV_0016,S16,15.57180052072902,S16,PRIMA06,PRIMA06_01,71519,358,FALSE,Sample,M02_D05,D05,27_01_23,M02,Control,20.5,2,4,190,55.4,77.6,3.22,285.68,4.1362648450851,4.301836803401826,0.0068785463996905985,37.38406144087072,0.6022578640596762,320.08747942281326,15.144686382040506,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0001,S35,15.422842197035747,S35,PRIMA06,PRIMA06_01,47906,364,FALSE,Sample,M22_D02,D02,24_01_23,M22,High,22.3,4,5,196,35.3,33.4,4.34,304.21,4.759456296933951,4.304479815856178,0.006684412883192263,37.441431394251914,0.5764488554259929,341.8108888225033,15.187050211224138,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
ASV_0004,S10,15.362482142497838,S10,PRIMA06,PRIMA06_01,51674,352,FALSE,Sample,M01_D05,D05,27_01_23,M01,Control,21.2,4,4,423,53.1,117,3.72,300.53,4.736394656638565,4.0211010783593695,0.009114164235263528,34.69306834542634,0.7524838686630072,332.8899439722275,13.57155068829663,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae
ASV_0016,S29,15.298446709433716,S29,PRIMA06,PRIMA06_01,63147,353,FALSE,Sample,M03_D02,D02,24_01_23,M03,Control,18.1,4,3,391,154.5,140,3.71,291.63,4.267933050699428,3.947915425254347,0.009031841966821164,35.20378339755164,0.6236028843118926,324.52228120766864,14.782559033959966,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0001,S26,15.28831453543716,S26,PRIMA06,PRIMA06_01,69218,302,FALSE,Sample,M16_D09,D09,31_01_23,M16,Medium,19,2,6,NA,34.5,11.9,6.84,261.43,4.173642645135414,4.034707303716415,0.005763128346750124,33.08769103786815,0.6756963780358421,312.67099356386353,17.080160291380675,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
ASV_0001,S25,14.97353846153846,S25,PRIMA06,PRIMA06_01,52409,316,FALSE,Sample,M14_D02,D02,24_01_23,M14,Medium,22.4,3,4,270,53.8,9.67,6.55,273.23,4.082124125224191,3.952648591531393,0.008304320419884244,32.797812968164784,0.651237831122831,304.87019114135734,11.974471009955261,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
ASV_0016,S56,14.800976680923586,S56,PRIMA06,PRIMA06_01,65551,385,FALSE,Sample,M05_D02,D02,24_01_23,M05,Control,19.1,4,4,192,43.9,20.1,5.21,314.17,4.327630279770193,4.43395383381376,0.0068867926982216195,37.86465921270217,0.6772980574934085,348.3728742786432,12.903978785160477,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0001,S02,14.448190604630254,S02,PRIMA06,PRIMA06_01,68056,357,FALSE,Sample,M22_D05,D05,27_01_23,M22,High,21,2,3,665,102.4,33.9,5.83,278.15,4.493260947173438,4.00577519696186,0.007468934749812933,36.167438202899845,0.6820938750878868,319.7823661608833,12.663491230369914,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
ASV_0004,S29,14.398059200885735,S29,PRIMA06,PRIMA06_01,63147,353,FALSE,Sample,M03_D02,D02,24_01_23,M03,Control,18.1,4,3,391,154.5,140,3.71,291.63,4.267933050699428,3.947915425254347,0.009031841966821164,35.20378339755164,0.6236028843118926,324.52228120766864,14.782559033959966,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae
ASV_0016,S03,14.387129420169067,S03,PRIMA06,PRIMA06_01,69024,386,FALSE,Sample,M04_D02,D02,24_01_23,M04,Control,22.6,5,5,283,51.1,37.2,2.88,310.26,4.258372620348926,4.086704020899333,0.009357277082292049,36.04327480594092,0.6715249280870872,348.3338709568039,15.228358230350658,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0004,S22,14.243383516766666,S22,PRIMA06,PRIMA06_01,56170,383,FALSE,Sample,M13_D05,D05,27_01_23,M13,Medium,20.2,2,3,673,167.7,131,3.89,320.37,4.2179390821833955,4.454388124793959,0.00785177045592144,38.82803183269557,0.5233425126713368,358.06170074496447,16.31210928537146,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae
ASV_0016,S15,14.151463106387116,S15,PRIMA06,PRIMA06_01,62864,276,FALSE,Sample,M21_D05,D05,27_01_23,M21,High,20.2,2,3,666,12,23.4,3.83,222.65,4.524623986832743,3.79697928174545,0.009164390773537671,29.6757120171338,0.7963858239511887,257.4794051693957,17.146084737146783,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0016,S57,13.96894862978014,S57,PRIMA06,PRIMA06_01,48984,394,FALSE,Sample,M10_D02,D02,24_01_23,M10,Low,19.7,3,4,253,55.4,102,5.41,328.97,4.883397972475288,4.434052313685895,0.007126653219570384,39.13820418591738,0.6191567834240128,366.88475545383955,13.69068098546692,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0018,S23,13.806177324428509,S23,PRIMA06,PRIMA06_01,68426,346,FALSE,Sample,M16_D05,D05,27_01_23,M16,Medium,19.7,1,3,410,25.5,7.49,4.83,273.46,4.837605217710953,4.225536084772373,0.0074905432351839935,33.690335470832274,0.6422874188512191,309.0428135526837,14.324440801979426,22250,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae
ASV_0004,S59,13.648603163917873,S59,PRIMA06,PRIMA06_01,36740,316,FALSE,Sample,M01_D09,D09,31_01_23,M01,Control,21,3,6,NA,45.3,55,5.3,274.13,2.983642272813752,4.303396872647003,0.006065392710963162,33.31654613635783,0.4401021759961671,301.79618370626287,12.396632584340203,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae
ASV_0004,S19,13.514698147390567,S19,PRIMA06,PRIMA06_01,69801,355,FALSE,Sample,M04_D05,D05,27_01_23,M04,Control,22.6,3,4,250,47.7,44.3,2.63,275.13,4.215543628146681,3.509348847195873,0.010346183291893192,33.35311997966299,0.8976675879523728,318.9831894564622,17.238042368693137,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae
ASV_0004,S54,13.509435714119913,S54,PRIMA06,PRIMA06_01,44480,355,FALSE,Sample,M17_D05,D05,27_01_23,M17,Medium,22.1,3,4,654,17,26.3,4.13,300.13,3.8049807867949594,3.8952670681932293,0.009655385581298772,35.37271591970394,0.9640390198741075,333.16932886068287,13.399781603286545,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae
ASV_0016,S46,13.206790536024595,S46,PRIMA06,PRIMA06_01,68695,363,FALSE,Sample,M08_D09,D09,31_01_23,M08,Low,20.3,3,6,NA,25.6,43.3,3.63,299.75,4.553553391017666,4.224156741065994,0.007710388147128716,37.63745862759096,0.7516321589161471,334.440082124319,15.112469293099808,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0007,S67,13.166684245684351,S67,PRIMA06,PRIMA06_01,59602,301,FALSE,Sample,M23_D09,D09,31_01_23,M23,High,19.8,4,5,NA,30.5,18.8,6.03,248.61,4.324921906225533,3.88826147536175,0.007617327126174665,32.73606939416918,0.7069685152368268,278.99343327313625,13.784363782219097,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Order_Bacteroidales
ASV_0016,S64,12.897286045953086,S64,PRIMA06,PRIMA06_01,27298,307,FALSE,Sample,M19_D09,D09,31_01_23,M19,High,19.9,3,5,NA,33.1,82.6,5.87,284.27,2.1170543667839974,4.379438884817301,0.003094447741318503,34.671338283064024,0.2894333276734393,320.7736788045318,10.07893863828906,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0016,S11,12.768720091309858,S11,PRIMA06,PRIMA06_01,96732,345,FALSE,Sample,M12_D05,D05,27_01_23,M12,Low,20.6,2,4,509,103.1,93.6,4.55,269.17,4.82848241420039,2.636509127696068,0.014100571349989833,34.33029310782362,0.7074491171292978,303.0913480999543,16.468120985207687,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0016,S28,12.657770845969443,S28,PRIMA06,PRIMA06_01,72508,377,FALSE,Sample,M18_D05,D05,27_01_23,M18,Medium,20.2,2,3,599,70,56,5.43,305.28,4.497092214291184,3.851894026031609,0.010247716961156512,35.13008182518894,0.716491457500649,341.0417301018711,12.435965938329668,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0016,S04,12.536491630021063,S04,PRIMA06,PRIMA06_01,56895,376,FALSE,Sample,M13_D09,D09,31_01_23,M13,Medium,20,4,7,NA,33,44,6.31,318.53,4.137668791759803,4.312524223661244,0.007786282251925973,38.17318226872823,0.6044978102394287,348.5900220162719,13.307907984243593,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0001,S36,12.408267597504329,S36,PRIMA06,PRIMA06_01,76084,400,FALSE,Sample,M10_D05,D05,27_01_23,M10,Low,20.1,2,3,397,32.8,25.5,3.56,318.2,4.537164156811894,4.274919862010219,0.008042744584741466,36.993241340501875,0.5135081726120975,354.4161281376597,13.862150842303679,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
ASV_0018,S33,12.308557741162808,S33,PRIMA06,PRIMA06_01,65550,356,FALSE,Sample,M16_D02,D02,24_01_23,M16,Medium,20.7,4,3,369,35.3,21.7,6.06,301.09,4.087663134235734,4.4852229021231045,0.007086701053053862,35.47045026582648,0.6010927654863969,325.4967474201112,11.685588891023604,22250,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae
ASV_0007,S58,11.875442644673415,S58,PRIMA06,PRIMA06_01,46210,357,FALSE,Sample,M14_D05,D05,27_01_23,M14,Medium,21.4,2,3,507,12.7,8.3,3.39,302.34,4.183227693945662,4.391836626994765,0.006010268637210315,36.67167399357229,0.5593368216193242,340.12427412325667,14.209076171206878,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Order_Bacteroidales
ASV_0016,S55,11.864309493743542,S55,PRIMA06,PRIMA06_01,53945,336,FALSE,Sample,M03_D05,D05,27_01_23,M03,Control,18.8,4,4,246,35.6,47.1,5.19,289.39,4.230469085913368,4.228525601103221,0.007499441907093249,34.896525547906634,0.6063696173372343,315.0880369115151,11.153437821173078,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0004,S49,11.805163583150414,S49,PRIMA06,PRIMA06_01,48345,322,FALSE,Sample,M02_D02,D02,24_01_23,M02,Control,20.7,4,4.2,245,55.4,90.4,5.02,265.05,4.058598553961973,3.656419523084107,0.00857963349753467,34.216327827264884,0.6745871432379154,299.7614438261916,16.675841405036564,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae
ASV_0016,S40,11.63460915743799,S40,PRIMA06,PRIMA06_01,62683,385,FALSE,Sample,M24_D02,D02,24_01_23,M24,High,20.3,2,3,231,66.3,109,3.83,321.06,4.715801933795341,4.342345408999591,0.007352432189891304,39.07047784937137,0.741444055678084,354.02885672599774,14.077629922987619,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0007,S65,11.620341188670421,S65,PRIMA06,PRIMA06_01,51738,368,FALSE,Sample,M07_D05,D05,27_01_23,M07,Low,22.2,3,3,353,116.3,30.8,4.38,307.09,3.7580754799672818,4.347768224025512,0.006235248122141349,35.74400070524345,0.42944203676547965,340.1276746028889,14.496028555917277,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Order_Bacteroidales
ASV_0007,S01,11.502376671236048,S01,PRIMA06,PRIMA06_01,59033,372,FALSE,Sample,M06_D02,D02,24_01_23,M06,Control,21.2,3,4,329,50.8,9.15,4.72,303.6,5.0372350921648845,4.232050799287924,0.006909355267320378,36.85100213977417,0.9068152147222155,340.65073955529704,16.366931612725462,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Order_Bacteroidales
ASV_0001,S52,11.475472273004266,S52,PRIMA06,PRIMA06_01,77504,309,FALSE,Sample,M09_D09,D09,31_01_23,M09,Low,18.5,4,6,NA,59.9,11.6,5.38,254.91,3.9875943989966043,3.9480834411998655,0.007813548067742078,32.11426566062111,0.7194849652465596,286.20316647105614,14.608386851373815,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
ASV_0004,S70,11.332686572527038,S70,PRIMA06,PRIMA06_01,56539,323,FALSE,Sample,M06_D05,D05,27_01_23,M06,Control,21.4,5,4,353,99.3,93.3,4.54,268.24,3.760829480824461,3.176303081982968,0.012077409142956878,33.5988327040252,0.6122624376227866,298.4728771513992,12.36745893105669,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae
ASV_0016,S62,11.200465473889825,S62,PRIMA06,PRIMA06_01,49255,337,FALSE,Sample,M19_D05,D05,27_01_23,M19,High,20.7,3,3,627,41.5,51,4.1,286.1,4.354261815692294,4.393930315868991,0.0062229181601303135,35.045007611427664,0.6923746184634537,320.11532301496754,14.081695852083918,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0016,S42,11.198115609880317,S42,PRIMA06,PRIMA06_01,67774,321,FALSE,Sample,M20_D09,D09,31_01_23,M20,High,18.9,3,6,NA,42.6,91.9,3.56,256.71,4.52444538707299,3.2780399091283345,0.010536647568612476,33.31802377025159,0.7100194045180813,295.1243421861566,18.171180829313894,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0016,S13,11.107029340829593,S13,PRIMA06,PRIMA06_01,64960,362,FALSE,Sample,M08_D02,D02,24_01_23,M08,Low,21,4,0,309,59.2,44.5,5.63,300.66,4.257423700509096,3.8993077822586626,0.009858863083036958,36.999905106053234,0.7486459993513568,330.99267545162076,11.586490929667834,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0007,S52,11.088893967093236,S52,PRIMA06,PRIMA06_01,77504,309,FALSE,Sample,M09_D09,D09,31_01_23,M09,Low,18.5,4,6,NA,59.9,11.6,5.38,254.91,3.9875943989966043,3.9480834411998655,0.007813548067742078,32.11426566062111,0.7194849652465596,286.20316647105614,14.608386851373815,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Order_Bacteroidales
ASV_0016,S18,10.885694412242058,S18,PRIMA06,PRIMA06_01,52844,347,FALSE,Sample,M05_D09,D09,31_01_23,M05,Control,18.3,4,7,NA,57.8,135,5.5,285.86,4.494710696187714,3.3172765207528707,0.01114301599656062,34.39978435060047,0.6657698294566046,320.2049175436827,13.949976849960528,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0016,S58,10.806241575472345,S58,PRIMA06,PRIMA06_01,46210,357,FALSE,Sample,M14_D05,D05,27_01_23,M14,Medium,21.4,2,3,507,12.7,8.3,3.39,302.34,4.183227693945662,4.391836626994765,0.006010268637210315,36.67167399357229,0.5593368216193242,340.12427412325667,14.209076171206878,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0016,S38,10.806010499512746,S38,PRIMA06,PRIMA06_01,67532,359,FALSE,Sample,M09_D05,D05,27_01_23,M09,Low,18.5,3,3,396,17.6,17.6,3.96,293.03,4.48669188159874,4.3540614949852765,0.007717658542192348,35.45360058893452,0.6350311560670991,325.59368417580515,13.101348656829588,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0048,S35,10.46861377506539,S35,PRIMA06,PRIMA06_01,47906,364,FALSE,Sample,M22_D02,D02,24_01_23,M22,High,22.3,4,5,196,35.3,33.4,4.34,304.21,4.759456296933951,4.304479815856178,0.006684412883192263,37.441431394251914,0.5764488554259929,341.8108888225033,15.187050211224138,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Order_Clostridiales
ASV_0007,S12,10.42380522993688,S12,PRIMA06,PRIMA06_01,74140,366,FALSE,Sample,M01_D02,D02,24_01_23,M01,Control,21.2,4,4,212,51.7,21.8,4.03,288.27,5.237500753356905,4.268922938634813,0.0071016358491973125,34.69775953434942,0.5943938085348826,325.1764246231689,15.67650578467773,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Order_Bacteroidales
ASV_0013,S46,10.407105407773768,S46,PRIMA06,PRIMA06_01,68695,363,FALSE,Sample,M08_D09,D09,31_01_23,M08,Low,20.3,3,6,NA,25.6,43.3,3.63,299.75,4.553553391017666,4.224156741065994,0.007710388147128716,37.63745862759096,0.7516321589161471,334.440082124319,15.112469293099808,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae
ASV_0016,S36,10.15171920952093,S36,PRIMA06,PRIMA06_01,76084,400,FALSE,Sample,M10_D05,D05,27_01_23,M10,Low,20.1,2,3,397,32.8,25.5,3.56,318.2,4.537164156811894,4.274919862010219,0.008042744584741466,36.993241340501875,0.5135081726120975,354.4161281376597,13.862150842303679,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0016,S70,10.096654809385218,S70,PRIMA06,PRIMA06_01,56539,323,FALSE,Sample,M06_D05,D05,27_01_23,M06,Control,21.4,5,4,353,99.3,93.3,4.54,268.24,3.760829480824461,3.176303081982968,0.012077409142956878,33.5988327040252,0.6122624376227866,298.4728771513992,12.36745893105669,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0058,S60,10.001385507590602,S60,PRIMA06,PRIMA06_01,64037,329,FALSE,Sample,M14_D09,D09,31_01_23,M14,Medium,20.3,3,5,NA,22.4,10.9,6.32,273.8,4.339156925980302,4.021425717302981,0.006995920513829876,33.90632389200524,0.6425495443319093,302.71120515334843,11.602540634737021,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae
ASV_0018,S38,9.994970293294772,S38,PRIMA06,PRIMA06_01,67532,359,FALSE,Sample,M09_D05,D05,27_01_23,M09,Low,18.5,3,3,396,17.6,17.6,3.96,293.03,4.48669188159874,4.3540614949852765,0.007717658542192348,35.45360058893452,0.6350311560670991,325.59368417580515,13.101348656829588,22250,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae
ASV_0016,S12,9.9757231046681,S12,PRIMA06,PRIMA06_01,74140,366,FALSE,Sample,M01_D02,D02,24_01_23,M01,Control,21.2,4,4,212,51.7,21.8,4.03,288.27,5.237500753356905,4.268922938634813,0.0071016358491973125,34.69775953434942,0.5943938085348826,325.1764246231689,15.67650578467773,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0016,S32,9.94256128144972,S32,PRIMA06,PRIMA06_01,69590,357,FALSE,Sample,M07_D09,D09,31_01_23,M07,Low,21.7,5,7,NA,28.7,10.7,5.65,323.51,2.0473930208482645,4.000559173481347,0.003844000957398229,37.47818932505024,0.2268121574096493,351.2776189104629,6.677748225663063,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0016,S63,9.733153436773854,S63,PRIMA06,PRIMA06_01,55290,346,FALSE,Sample,M09_D02,D02,24_01_23,M09,Low,19,3,4,218,22.3,17.2,6.49,290.29,3.980495375495798,4.26209088379274,0.007054090454568125,35.69912647642283,0.5794617339069204,325.2050904562084,12.760595806580055,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0018,S07,9.731808321830014,S07,PRIMA06,PRIMA06_01,72713,355,FALSE,Sample,M11_D05,D05,27_01_23,M11,Low,18.6,2,3,675,39.7,33.4,5.3,284.89,4.315569651174849,4.05668709693098,0.0089162742998727,33.47983620581524,0.7943518016178742,318.2843017477932,14.414497036656222,22250,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae
Others,S26,9.689329910289324,S26,PRIMA06,PRIMA06_01,69218,302,FALSE,Sample,M16_D09,D09,31_01_23,M16,Medium,19,2,6,NA,34.5,11.9,6.84,261.43,4.173642645135414,4.034707303716415,0.005763128346750124,33.08769103786815,0.6756963780358421,312.67099356386353,17.080160291380675,22250,Others,Others,Others,Others,Others
ASV_0001,S23,9.62291987245586,S23,PRIMA06,PRIMA06_01,68426,346,FALSE,Sample,M16_D05,D05,27_01_23,M16,Medium,19.7,1,3,410,25.5,7.49,4.83,273.46,4.837605217710953,4.225536084772373,0.0074905432351839935,33.690335470832274,0.6422874188512191,309.0428135526837,14.324440801979426,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae
ASV_0016,S33,9.593888364665746,S33,PRIMA06,PRIMA06_01,65550,356,FALSE,Sample,M16_D02,D02,24_01_23,M16,Medium,20.7,4,3,369,35.3,21.7,6.06,301.09,4.087663134235734,4.4852229021231045,0.007086701053053862,35.47045026582648,0.6010927654863969,325.4967474201112,11.685588891023604,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0016,S21,9.48589296102385,S21,PRIMA06,PRIMA06_01,58176,388,FALSE,Sample,M07_D02,D02,24_01_23,M07,Low,22.7,5,5,137,32.2,17.3,5.82,322.54,4.367973433892647,4.473523860162995,0.005886613269125527,37.33901540880834,0.5555183655281319,352.5459906017366,11.057086998739246,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0016,S50,9.425120334211243,S50,PRIMA06,PRIMA06_01,56722,373,FALSE,Sample,M18_D02,D02,24_01_23,M18,Medium,20.6,3,3,159,93.2,104,5.49,301.66,5.525368491756633,3.922723737604668,0.00955971201091564,36.786659592139934,0.5747506954375885,346.6031996822461,16.696482206108147,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
ASV_0004,S18,9.392147770306824,S18,PRIMA06,PRIMA06_01,52844,347,FALSE,Sample,M05_D09,D09,31_01_23,M05,Control,18.3,4,7,NA,57.8,135,5.5,285.86,4.494710696187714,3.3172765207528707,0.01114301599656062,34.39978435060047,0.6657698294566046,320.2049175436827,13.949976849960528,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae
ASV_0007,S66,9.379447151666739,S66,PRIMA06,PRIMA06_01,48260,317,FALSE,Sample,M06_D09,D09,31_01_23,M06,Control,21.2,4,7,NA,102.4,25,6.43,268.31,4.345426017403503,3.889559445790848,0.006480730949831395,33.963377163171906,0.8124510602345092,295.1837984365381,13.1971508191968,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Order_Bacteroidales
ASV_0033,S21,9.14957824316463,S21,PRIMA06,PRIMA06_01,58176,388,FALSE,Sample,M07_D02,D02,24_01_23,M07,Low,22.7,5,5,137,32.2,17.3,5.82,322.54,4.367973433892647,4.473523860162995,0.005886613269125527,37.33901540880834,0.5555183655281319,352.5459906017366,11.057086998739246,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae
